student_id,subject,group_id,preference
student_1,Przedmiot-1,1,10
student_1,Przedmiot-1,2,2
student_1,Przedmiot-1,3,0
student_1,Przedmiot-1,4,0
student_1,Przedmiot-1,5,0
student_1,Przedmiot-1,6,0
student_1,Przedmiot-1,7,0
student_1,Przedmiot-1,8,10
student_1,Przedmiot-2,1,10
student_1,Przedmiot-2,2,0
student_1,Przedmiot-2,3,0
student_1,Przedmiot-2,4,6
student_1,Przedmiot-2,5,0
student_1,Przedmiot-2,6,10
student_1,Przedmiot-2,7,0
student_1,Przedmiot-2,8,10
student_1,Przedmiot-3,1,0
student_1,Przedmiot-3,1,7
student_1,Przedmiot-3,2,0
student_1,Przedmiot-3,2,0
student_1,Przedmiot-3,3,9
student_1,Przedmiot-3,3,10
student_1,Przedmiot-3,4,0
student_1,Przedmiot-3,4,0
student_1,Przedmiot-3,5,0
student_1,Przedmiot-3,5,0
student_1,Przedmiot-3,6,10
student_1,Przedmiot-3,6,0
student_1,Przedmiot-3,7,0
student_1,Przedmiot-3,7,10
student_1,Przedmiot-3,8,0
student_1,Przedmiot-3,8,10
student_1,Przedmiot-4,1,10
student_1,Przedmiot-4,2,10
student_1,Przedmiot-4,3,10
student_1,Przedmiot-4,4,10
student_1,Przedmiot-4,5,0
student_1,Przedmiot-4,6,10
student_1,Przedmiot-4,7,0
student_1,Przedmiot-4,8,10
student_1,Przedmiot-6,1,0
student_1,Przedmiot-6,2,10
student_1,Przedmiot-6,3,10
student_1,Przedmiot-6,4,0
student_1,Przedmiot-6,5,0
student_1,Przedmiot-6,6,0
student_1,Przedmiot-6,7,0
student_1,Przedmiot-6,8,0
student_1,Przedmiot-6,9,0
student_1,Przedmiot-6,10,10
student_1,Przedmiot-6,11,10
student_1,Przedmiot-6,12,0
student_1,Przedmiot-6,13,0
student_1,Przedmiot-6,14,0
student_1,Przedmiot-6,15,6
student_1,Przedmiot-6,16,0
student_1,Przedmiot-6,17,3
student_2,Przedmiot-1,1,0
student_2,Przedmiot-1,2,3
student_2,Przedmiot-1,3,0
student_2,Przedmiot-1,4,0
student_2,Przedmiot-1,5,2
student_2,Przedmiot-1,6,0
student_2,Przedmiot-1,7,4
student_2,Przedmiot-1,8,0
student_2,Przedmiot-2,1,10
student_2,Przedmiot-2,2,0
student_2,Przedmiot-2,3,0
student_2,Przedmiot-2,4,0
student_2,Przedmiot-2,5,0
student_2,Przedmiot-2,6,0
student_2,Przedmiot-2,7,10
student_2,Przedmiot-2,8,5
student_2,Przedmiot-3,1,0
student_2,Przedmiot-3,1,0
student_2,Przedmiot-3,2,1
student_2,Przedmiot-3,2,0
student_2,Przedmiot-3,3,0
student_2,Przedmiot-3,3,0
student_2,Przedmiot-3,4,0
student_2,Przedmiot-3,4,0
student_2,Przedmiot-3,5,0
student_2,Przedmiot-3,5,0
student_2,Przedmiot-3,6,0
student_2,Przedmiot-3,6,0
student_2,Przedmiot-3,7,0
student_2,Przedmiot-3,7,0
student_2,Przedmiot-3,8,0
student_2,Przedmiot-3,8,0
student_2,Przedmiot-4,1,0
student_2,Przedmiot-4,2,0
student_2,Przedmiot-4,3,0
student_2,Przedmiot-4,4,0
student_2,Przedmiot-4,5,0
student_2,Przedmiot-4,6,0
student_2,Przedmiot-4,7,0
student_2,Przedmiot-4,8,0
student_2,Przedmiot-6,1,0
student_2,Przedmiot-6,2,0
student_2,Przedmiot-6,3,0
student_2,Przedmiot-6,4,0
student_2,Przedmiot-6,5,0
student_2,Przedmiot-6,6,0
student_2,Przedmiot-6,7,0
student_2,Przedmiot-6,8,0
student_2,Przedmiot-6,9,0
student_2,Przedmiot-6,10,9
student_2,Przedmiot-6,11,0
student_2,Przedmiot-6,12,0
student_2,Przedmiot-6,13,0
student_2,Przedmiot-6,14,0
student_2,Przedmiot-6,15,0
student_2,Przedmiot-6,16,2
student_2,Przedmiot-6,17,0
student_3,Przedmiot-1,1,10
student_3,Przedmiot-1,2,0
student_3,Przedmiot-1,3,0
student_3,Przedmiot-1,4,10
student_3,Przedmiot-1,5,0
student_3,Przedmiot-1,6,10
student_3,Przedmiot-1,7,10
student_3,Przedmiot-1,8,10
student_3,Przedmiot-2,1,10
student_3,Przedmiot-2,2,10
student_3,Przedmiot-2,3,5
student_3,Przedmiot-2,4,10
student_3,Przedmiot-2,5,0
student_3,Przedmiot-2,6,0
student_3,Przedmiot-2,7,0
student_3,Przedmiot-2,8,0
student_3,Przedmiot-3,1,0
student_3,Przedmiot-3,1,0
student_3,Przedmiot-3,2,0
student_3,Przedmiot-3,2,0
student_3,Przedmiot-3,3,10
student_3,Przedmiot-3,3,0
student_3,Przedmiot-3,4,10
student_3,Przedmiot-3,4,9
student_3,Przedmiot-3,5,0
student_3,Przedmiot-3,5,0
student_3,Przedmiot-3,6,0
student_3,Przedmiot-3,6,0
student_3,Przedmiot-3,7,3
student_3,Przedmiot-3,7,10
student_3,Przedmiot-3,8,10
student_3,Przedmiot-3,8,0
student_3,Przedmiot-4,1,10
student_3,Przedmiot-4,2,9
student_3,Przedmiot-4,3,10
student_3,Przedmiot-4,4,10
student_3,Przedmiot-4,5,10
student_3,Przedmiot-4,6,10
student_3,Przedmiot-4,7,0
student_3,Przedmiot-4,8,10
student_3,Przedmiot-6,1,0
student_3,Przedmiot-6,2,10
student_3,Przedmiot-6,3,10
student_3,Przedmiot-6,4,6
student_3,Przedmiot-6,5,2
student_3,Przedmiot-6,6,0
student_3,Przedmiot-6,7,0
student_3,Przedmiot-6,8,0
student_3,Przedmiot-6,9,0
student_3,Przedmiot-6,10,10
student_3,Przedmiot-6,11,0
student_3,Przedmiot-6,12,10
student_3,Przedmiot-6,13,0
student_3,Przedmiot-6,14,0
student_3,Przedmiot-6,15,10
student_3,Przedmiot-6,16,8
student_3,Przedmiot-6,17,10
student_4,Przedmiot-1,1,10
student_4,Przedmiot-1,2,10
student_4,Przedmiot-1,3,10
student_4,Przedmiot-1,4,10
student_4,Przedmiot-1,5,10
student_4,Przedmiot-1,6,10
student_4,Przedmiot-1,7,10
student_4,Przedmiot-1,8,10
student_4,Przedmiot-2,1,5
student_4,Przedmiot-2,2,10
student_4,Przedmiot-2,3,10
student_4,Przedmiot-2,4,10
student_4,Przedmiot-2,5,10
student_4,Przedmiot-2,6,10
student_4,Przedmiot-2,7,10
student_4,Przedmiot-2,8,10
student_4,Przedmiot-3,1,10
student_4,Przedmiot-3,1,10
student_4,Przedmiot-3,2,10
student_4,Przedmiot-3,2,0
student_4,Przedmiot-3,3,0
student_4,Przedmiot-3,3,10
student_4,Przedmiot-3,4,10
student_4,Przedmiot-3,4,5
student_4,Przedmiot-3,5,7
student_4,Przedmiot-3,5,10
student_4,Przedmiot-3,6,10
student_4,Przedmiot-3,6,10
student_4,Przedmiot-3,7,10
student_4,Przedmiot-3,7,10
student_4,Przedmiot-3,8,1
student_4,Przedmiot-3,8,10
student_4,Przedmiot-4,1,10
student_4,Przedmiot-4,2,10
student_4,Przedmiot-4,3,10
student_4,Przedmiot-4,4,10
student_4,Przedmiot-4,5,10
student_4,Przedmiot-4,6,10
student_4,Przedmiot-4,7,0
student_4,Przedmiot-4,8,10
student_4,Przedmiot-6,1,10
student_4,Przedmiot-6,2,10
student_4,Przedmiot-6,3,10
student_4,Przedmiot-6,4,10
student_4,Przedmiot-6,5,10
student_4,Przedmiot-6,6,10
student_4,Przedmiot-6,7,0
student_4,Przedmiot-6,8,10
student_4,Przedmiot-6,9,10
student_4,Przedmiot-6,10,10
student_4,Przedmiot-6,11,10
student_4,Przedmiot-6,12,10
student_4,Przedmiot-6,13,10
