student_id,subject,group_id,preference
student_1,Przedmiot-1,1,1
student_1,Przedmiot-1,2,2
student_1,Przedmiot-1,3,9
student_1,Przedmiot-1,4,0
student_1,Przedmiot-1,5,10
student_1,Przedmiot-1,6,4
student_1,Przedmiot-1,7,5
student_1,Przedmiot-1,8,2
student_1,Przedmiot-2,1,6
student_1,Przedmiot-2,2,5
student_1,Przedmiot-2,3,5
student_1,Przedmiot-2,4,3
student_1,Przedmiot-2,5,3
student_1,Przedmiot-2,6,4
student_1,Przedmiot-2,7,5
student_1,Przedmiot-2,8,1
student_1,Przedmiot-3,1,1
student_1,Przedmiot-3,1,5
student_1,Przedmiot-3,2,0
student_1,Przedmiot-3,2,5
student_1,Przedmiot-3,3,2
student_1,Przedmiot-3,3,1
student_1,Przedmiot-3,4,5
student_1,Przedmiot-3,4,1
student_1,Przedmiot-3,5,10
student_1,Przedmiot-3,5,0
student_1,Przedmiot-3,6,2
student_1,Przedmiot-3,6,8
student_1,Przedmiot-3,7,1
student_1,Przedmiot-3,7,2
student_1,Przedmiot-3,8,0
student_1,Przedmiot-3,8,4
student_1,Przedmiot-4,1,2
student_1,Przedmiot-4,2,1
student_1,Przedmiot-4,3,9
student_1,Przedmiot-4,4,10
student_1,Przedmiot-4,5,4
student_1,Przedmiot-4,6,8
student_1,Przedmiot-4,7,10
student_1,Przedmiot-4,8,9
student_1,Przedmiot-6,1,9
student_1,Przedmiot-6,2,8
student_1,Przedmiot-6,3,9
student_1,Przedmiot-6,4,0
student_1,Przedmiot-6,5,2
student_1,Przedmiot-6,6,10
student_1,Przedmiot-6,7,3
student_1,Przedmiot-6,8,3
student_1,Przedmiot-6,9,1
student_1,Przedmiot-6,10,1
student_1,Przedmiot-6,11,9
student_1,Przedmiot-6,12,6
student_1,Przedmiot-6,13,5
student_1,Przedmiot-6,14,7
student_1,Przedmiot-6,15,10
student_1,Przedmiot-6,16,4
student_1,Przedmiot-6,17,3
student_1,Przedmiot-7,229,8
student_1,Przedmiot-7,230,5
student_1,Przedmiot-7,231,9
student_1,Przedmiot-7,232,1
student_1,Przedmiot-7,233,10
student_1,Przedmiot-7,234,3
student_1,Przedmiot-7,235,10
student_1,Przedmiot-7,236,3
student_1,Przedmiot-7,237,7
student_1,Przedmiot-7,238,1
