student_id,subject,group_id,preference
student_1,Przedmiot4,1,8
student_1,Przedmiot4,2,6
student_1,Przedmiot4,3,10
student_1,Przedmiot4,4,4
student_1,Przedmiot4,5,3
student_1,Przedmiot4,6,3
student_1,Przedmiot4,7,7
student_1,Przedmiot8,1,8
student_1,Przedmiot8,2,7
student_1,Przedmiot5,1,7
student_1,Przedmiot5,2,0
student_1,Przedmiot5,3,2
student_1,Przedmiot5,4,9
student_1,Przedmiot5,5,6
student_1,Przedmiot5,6,0
student_1,Przedmiot5,7,2
student_1,Przedmiot10,1,2
student_1,Przedmiot10,2,10
student_1,Przedmiot1,2,0
student_1,Przedmiot1,3,8
student_1,Przedmiot1,5,5
student_1,Przedmiot1,6,9
student_1,Przedmiot1,7,8
student_1,Przedmiot1,8,0
student_1,Przedmiot1,9,4
student_1,Przedmiot1,10,3
student_1,Przedmiot1,11,1
student_1,Przedmiot1,12,8
student_1,Przedmiot1,13,0
student_1,Przedmiot1,14,5
student_1,Przedmiot1,15,7
student_1,Przedmiot9,1,5
student_1,Przedmiot9,2,8
student_1,Przedmiot11,1,5
student_1,Przedmiot11,2,1
student_1,Przedmiot11,3,7
student_1,Przedmiot11,4,0
student_1,Przedmiot11,5,2
student_1,Przedmiot11,6,9
student_1,Przedmiot11,7,10
student_1,Przedmiot11,8,0
student_1,Przedmiot12,1,5
student_1,Przedmiot12,2,2
student_1,Przedmiot12,3,3
student_1,Przedmiot12,4,7
student_1,Przedmiot13,1,7
student_1,Przedmiot13,2,10
student_1,Przedmiot3,1,4
student_1,Przedmiot3,2,2
student_1,Przedmiot3,3,4
student_1,Przedmiot3,4,9
student_1,Przedmiot3,5,6
student_1,Przedmiot3,6,9
student_1,Przedmiot3,7,6
student_1,Przedmiot3,8,7
student_1,Przedmiot3,9,8
student_1,Przedmiot3,10,0
student_1,Przedmiot3,11,10
student_1,Przedmiot3,12,1
student_1,Przedmiot3,13,7
student_1,Przedmiot3,14,2
student_1,Przedmiot3,15,2
student_1,Przedmiot14,1,4
student_1,Przedmiot14,2,10
student_1,Przedmiot14,3,6
student_1,Przedmiot6,1,3
student_1,Przedmiot6,2,7
student_1,Przedmiot6,3,6
student_1,Przedmiot6,4,3
student_1,Przedmiot6,5,6
student_1,Przedmiot6,6,0
student_1,Przedmiot6,7,5
student_1,Przedmiot15,1,5
student_1,Przedmiot16,1,2
